"Row.names" "ENSG00000077254.14" "sample_type" "patient" "project_id" "fc"
"TCGA-33-4587-11A-01R-2125-07" 32.6028 "Solid Tissue Normal" "TCGA-33-4587" "TCGA-LUSC" 0.933315491384118
"TCGA-33-4589-01A-01R-1443-07" 9.8608 "Primary Tumor" "TCGA-33-4589" "TCGA-LUSC" 0.933315491384118
"TCGA-33-6737-01A-11R-1820-07" 20.7432 "Primary Tumor" "TCGA-33-6737" "TCGA-LUSC" 0.933315491384118
"TCGA-33-6737-11A-01R-1820-07" 43.6043 "Solid Tissue Normal" "TCGA-33-6737" "TCGA-LUSC" 0.933315491384118
"TCGA-33-6738-01A-11R-1949-07" 17.5164 "Primary Tumor" "TCGA-33-6738" "TCGA-LUSC" 0.933315491384118
"TCGA-33-A4WN-01A-11R-A262-07" 27.218 "Primary Tumor" "TCGA-33-A4WN" "TCGA-LUSC" 0.933315491384118
"TCGA-33-A5GW-01A-11R-A27Q-07" 13.7953 "Primary Tumor" "TCGA-33-A5GW" "TCGA-LUSC" 0.933315491384118
"TCGA-33-AAS8-01A-11R-A405-07" 18.5655 "Primary Tumor" "TCGA-33-AAS8" "TCGA-LUSC" 0.933315491384118
"TCGA-33-AASB-01A-11R-A405-07" 18.7621 "Primary Tumor" "TCGA-33-AASB" "TCGA-LUSC" 0.933315491384118
"TCGA-33-AASD-01A-11R-A405-07" 27.8781 "Primary Tumor" "TCGA-33-AASD" "TCGA-LUSC" 0.933315491384118
"TCGA-33-AASI-01A-22R-A405-07" 12.1691 "Primary Tumor" "TCGA-33-AASI" "TCGA-LUSC" 0.933315491384118
"TCGA-33-AASJ-01A-11R-A405-07" 32.3026 "Primary Tumor" "TCGA-33-AASJ" "TCGA-LUSC" 0.933315491384118
"TCGA-33-AASL-01A-11R-A405-07" 13.3501 "Primary Tumor" "TCGA-33-AASL" "TCGA-LUSC" 0.933315491384118
"TCGA-34-2596-01A-01R-0851-07" 27.1683 "Primary Tumor" "TCGA-34-2596" "TCGA-LUSC" 0.933315491384118
"TCGA-34-2600-01A-01R-0851-07" 26.6646 "Primary Tumor" "TCGA-34-2600" "TCGA-LUSC" 0.933315491384118
"TCGA-34-2608-01A-02R-0851-07" 20.3128 "Primary Tumor" "TCGA-34-2608" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5231-01A-21R-1820-07" 23.4781 "Primary Tumor" "TCGA-34-5231" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5232-01A-21R-1820-07" 26.796 "Primary Tumor" "TCGA-34-5232" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5234-01A-01R-1635-07" 22.5339 "Primary Tumor" "TCGA-34-5234" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5236-01A-21R-1820-07" 24.9163 "Primary Tumor" "TCGA-34-5236" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5239-01A-21R-1820-07" 27.3085 "Primary Tumor" "TCGA-34-5239" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5240-01A-01R-1443-07" 53.7958 "Primary Tumor" "TCGA-34-5240" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5241-01A-01R-1443-07" 33.7575 "Primary Tumor" "TCGA-34-5241" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5927-01A-11R-1820-07" 58.2835 "Primary Tumor" "TCGA-34-5927" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5928-01A-11R-1820-07" 24.2216 "Primary Tumor" "TCGA-34-5928" "TCGA-LUSC" 0.933315491384118
"TCGA-34-5929-01A-11R-1820-07" 38.3256 "Primary Tumor" "TCGA-34-5929" "TCGA-LUSC" 0.933315491384118
"TCGA-34-7107-01A-11R-1949-07" 20.5531 "Primary Tumor" "TCGA-34-7107" "TCGA-LUSC" 0.933315491384118
"TCGA-34-7107-11A-01R-1949-07" 15.5772 "Solid Tissue Normal" "TCGA-34-7107" "TCGA-LUSC" 0.933315491384118
"TCGA-34-8454-01A-11R-2326-07" 31.2581 "Primary Tumor" "TCGA-34-8454" "TCGA-LUSC" 0.933315491384118
"TCGA-34-8454-11A-01R-2326-07" 27.6591 "Solid Tissue Normal" "TCGA-34-8454" "TCGA-LUSC" 0.933315491384118
"TCGA-34-8455-01A-11R-2326-07" 31.7082 "Primary Tumor" "TCGA-34-8455" "TCGA-LUSC" 0.933315491384118
"TCGA-34-8456-01A-21R-2326-07" 26.5048 "Primary Tumor" "TCGA-34-8456" "TCGA-LUSC" 0.933315491384118
"TCGA-34-A5IX-01A-12R-A27Q-07" 21.9186 "Primary Tumor" "TCGA-34-A5IX" "TCGA-LUSC" 0.933315491384118
"TCGA-37-3783-01A-01R-1201-07" 27.8699 "Primary Tumor" "TCGA-37-3783" "TCGA-LUSC" 0.933315491384118
"TCGA-37-3789-01A-01R-0980-07" 38.9734 "Primary Tumor" "TCGA-37-3789" "TCGA-LUSC" 0.933315491384118
"TCGA-37-3792-01A-01R-0980-07" 68.0139 "Primary Tumor" "TCGA-37-3792" "TCGA-LUSC" 0.933315491384118
"TCGA-37-4129-01A-01R-1100-07" 68.7729 "Primary Tumor" "TCGA-37-4129" "TCGA-LUSC" 0.933315491384118
"TCGA-37-4130-01A-01R-1100-07" 27.78 "Primary Tumor" "TCGA-37-4130" "TCGA-LUSC" 0.933315491384118
"TCGA-37-4132-01A-01R-1100-07" 46.4728 "Primary Tumor" "TCGA-37-4132" "TCGA-LUSC" 0.933315491384118
"TCGA-37-4133-01A-01R-1100-07" 35.804 "Primary Tumor" "TCGA-37-4133" "TCGA-LUSC" 0.933315491384118
"TCGA-37-4135-01A-01R-1100-07" 46.087 "Primary Tumor" "TCGA-37-4135" "TCGA-LUSC" 0.933315491384118
"TCGA-37-4141-01A-02R-1100-07" 45.2275 "Primary Tumor" "TCGA-37-4141" "TCGA-LUSC" 0.933315491384118
"TCGA-37-5819-01A-01R-1635-07" 22.2242 "Primary Tumor" "TCGA-37-5819" "TCGA-LUSC" 0.933315491384118
"TCGA-37-A5EL-01A-11R-A26W-07" 29.4887 "Primary Tumor" "TCGA-37-A5EL" "TCGA-LUSC" 0.933315491384118
"TCGA-37-A5EM-01A-21R-A27Q-07" 37.801 "Primary Tumor" "TCGA-37-A5EM" "TCGA-LUSC" 0.933315491384118
"TCGA-37-A5EN-01A-21R-A26W-07" 34.3284 "Primary Tumor" "TCGA-37-A5EN" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5011-01A-01R-1443-07" 29.6267 "Primary Tumor" "TCGA-39-5011" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5016-01A-01R-1443-07" 34.8863 "Primary Tumor" "TCGA-39-5016" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5019-01A-01R-1820-07" 23.7933 "Primary Tumor" "TCGA-39-5019" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5021-01A-01R-1443-07" 44.7354 "Primary Tumor" "TCGA-39-5021" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5022-01A-21R-1820-07" 20.6602 "Primary Tumor" "TCGA-39-5022" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5024-01A-21R-1820-07" 22.1767 "Primary Tumor" "TCGA-39-5024" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5027-01A-21R-1820-07" 14.2732 "Primary Tumor" "TCGA-39-5027" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5028-01A-01R-1443-07" 22.5765 "Primary Tumor" "TCGA-39-5028" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5029-01A-01R-1443-07" 14.7263 "Primary Tumor" "TCGA-39-5029" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5030-01A-01R-1443-07" 26.243 "Primary Tumor" "TCGA-39-5030" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5031-01A-01R-1443-07" 28.6325 "Primary Tumor" "TCGA-39-5031" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5034-01A-01R-1443-07" 28.9996 "Primary Tumor" "TCGA-39-5034" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5035-01A-01R-1443-07" 29.3409 "Primary Tumor" "TCGA-39-5035" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5036-01A-01R-1443-07" 23.5059 "Primary Tumor" "TCGA-39-5036" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5037-01A-01R-1443-07" 17.2444 "Primary Tumor" "TCGA-39-5037" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5039-01A-01R-1443-07" 24.3047 "Primary Tumor" "TCGA-39-5039" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5040-01A-21R-2125-07" 57.7825 "Primary Tumor" "TCGA-39-5040" "TCGA-LUSC" 0.933315491384118
"TCGA-39-5040-11A-01R-2125-07" 34.8166 "Solid Tissue Normal" "TCGA-39-5040" "TCGA-LUSC" 0.933315491384118
"TCGA-43-2576-01A-01R-A32Z-07" 13.0334 "Primary Tumor" "TCGA-43-2576" "TCGA-LUSC" 0.933315491384118
"TCGA-43-2578-01A-01R-0851-07" 22.5221 "Primary Tumor" "TCGA-43-2578" "TCGA-LUSC" 0.933315491384118
"TCGA-43-2581-01A-01R-0851-07" 19.0149 "Primary Tumor" "TCGA-43-2581" "TCGA-LUSC" 0.933315491384118
"TCGA-43-3394-01A-01R-0980-07" 29.6272 "Primary Tumor" "TCGA-43-3394" "TCGA-LUSC" 0.933315491384118
"TCGA-43-3394-11A-01R-1758-07" 27.7208 "Solid Tissue Normal" "TCGA-43-3394" "TCGA-LUSC" 0.933315491384118
"TCGA-43-3920-01A-01R-0980-07" 54.4819 "Primary Tumor" "TCGA-43-3920" "TCGA-LUSC" 0.933315491384118
"TCGA-43-5668-01A-01R-1635-07" 26.2865 "Primary Tumor" "TCGA-43-5668" "TCGA-LUSC" 0.933315491384118
"TCGA-43-5670-01A-21R-2125-07" 20.0312 "Primary Tumor" "TCGA-43-5670" "TCGA-LUSC" 0.933315491384118
"TCGA-43-5670-11A-01R-2125-07" 35.9474 "Solid Tissue Normal" "TCGA-43-5670" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6143-01A-11R-1820-07" 39.2912 "Primary Tumor" "TCGA-43-6143" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6143-11A-01R-1820-07" 17.6016 "Solid Tissue Normal" "TCGA-43-6143" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6647-01A-11R-1820-07" 15.4615 "Primary Tumor" "TCGA-43-6647" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6647-11A-01R-1820-07" 29.7251 "Solid Tissue Normal" "TCGA-43-6647" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6770-01A-11R-1820-07" 28.259 "Primary Tumor" "TCGA-43-6770" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6771-01A-11R-1820-07" 14.4768 "Primary Tumor" "TCGA-43-6771" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6771-11A-01R-1820-07" 20.2867 "Solid Tissue Normal" "TCGA-43-6771" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6773-01A-41R-1949-07" 9.2141 "Primary Tumor" "TCGA-43-6773" "TCGA-LUSC" 0.933315491384118
"TCGA-43-6773-11A-01R-1949-07" 32.83 "Solid Tissue Normal" "TCGA-43-6773" "TCGA-LUSC" 0.933315491384118
"TCGA-43-7656-01A-11R-2125-07" 43.5606 "Primary Tumor" "TCGA-43-7656" "TCGA-LUSC" 0.933315491384118
"TCGA-43-7657-01A-31R-2125-07" 23.0486 "Primary Tumor" "TCGA-43-7657" "TCGA-LUSC" 0.933315491384118
"TCGA-43-7657-11A-01R-2125-07" 30.9972 "Solid Tissue Normal" "TCGA-43-7657" "TCGA-LUSC" 0.933315491384118
"TCGA-43-7658-01A-11R-2125-07" 44.0051 "Primary Tumor" "TCGA-43-7658" "TCGA-LUSC" 0.933315491384118
"TCGA-43-7658-11A-01R-2125-07" 31.051 "Solid Tissue Normal" "TCGA-43-7658" "TCGA-LUSC" 0.933315491384118
"TCGA-43-8115-01A-11R-2247-07" 35.2396 "Primary Tumor" "TCGA-43-8115" "TCGA-LUSC" 0.933315491384118
"TCGA-43-8116-01A-11R-2247-07" 33.4301 "Primary Tumor" "TCGA-43-8116" "TCGA-LUSC" 0.933315491384118
"TCGA-43-8118-01A-11R-2403-07" 29.2366 "Primary Tumor" "TCGA-43-8118" "TCGA-LUSC" 0.933315491384118
"TCGA-43-A474-01A-11R-A24H-07" 22.8725 "Primary Tumor" "TCGA-43-A474" "TCGA-LUSC" 0.933315491384118
"TCGA-43-A475-01A-11R-A24H-07" 65.8321 "Primary Tumor" "TCGA-43-A475" "TCGA-LUSC" 0.933315491384118
"TCGA-43-A56U-01A-11R-A26W-07" 14.4794 "Primary Tumor" "TCGA-43-A56U" "TCGA-LUSC" 0.933315491384118
"TCGA-43-A56V-01A-11R-A26W-07" 19.0753 "Primary Tumor" "TCGA-43-A56V" "TCGA-LUSC" 0.933315491384118
"TCGA-46-3765-01A-01R-0980-07" 33.5936 "Primary Tumor" "TCGA-46-3765" "TCGA-LUSC" 0.933315491384118
"TCGA-46-3766-01A-01R-0980-07" 25.6922 "Primary Tumor" "TCGA-46-3766" "TCGA-LUSC" 0.933315491384118
"TCGA-46-3767-01A-01R-0980-07" 30.3188 "Primary Tumor" "TCGA-46-3767" "TCGA-LUSC" 0.933315491384118
"TCGA-46-3768-01A-01R-0980-07" 34.3297 "Primary Tumor" "TCGA-46-3768" "TCGA-LUSC" 0.933315491384118
"TCGA-46-3769-01A-01R-0980-07" 55.022 "Primary Tumor" "TCGA-46-3769" "TCGA-LUSC" 0.933315491384118
"TCGA-46-6025-01A-11R-1820-07" 21.9999 "Primary Tumor" "TCGA-46-6025" "TCGA-LUSC" 0.933315491384118
"TCGA-46-6026-01A-11R-1820-07" 18.9704 "Primary Tumor" "TCGA-46-6026" "TCGA-LUSC" 0.933315491384118
"TCGA-51-4079-01A-01R-1100-07" 32.464 "Primary Tumor" "TCGA-51-4079" "TCGA-LUSC" 0.933315491384118
"TCGA-51-4079-11A-01R-1758-07" 25.3595 "Solid Tissue Normal" "TCGA-51-4079" "TCGA-LUSC" 0.933315491384118
"TCGA-51-4080-01A-01R-1100-07" 26.5588 "Primary Tumor" "TCGA-51-4080" "TCGA-LUSC" 0.933315491384118
"TCGA-51-4080-11A-01R-1758-07" 30.1304 "Solid Tissue Normal" "TCGA-51-4080" "TCGA-LUSC" 0.933315491384118
"TCGA-51-4081-01A-01R-1100-07" 27.8171 "Primary Tumor" "TCGA-51-4081" "TCGA-LUSC" 0.933315491384118
"TCGA-51-4081-11A-01R-1758-07" 20.3848 "Solid Tissue Normal" "TCGA-51-4081" "TCGA-LUSC" 0.933315491384118
"TCGA-51-6867-01A-11R-2045-07" 28.8189 "Primary Tumor" "TCGA-51-6867" "TCGA-LUSC" 0.933315491384118
"TCGA-52-7622-01A-11R-2125-07" 25.0936 "Primary Tumor" "TCGA-52-7622" "TCGA-LUSC" 0.933315491384118
"TCGA-52-7809-01A-21R-2125-07" 50.275 "Primary Tumor" "TCGA-52-7809" "TCGA-LUSC" 0.933315491384118
"TCGA-52-7810-01A-11R-2125-07" 22.0728 "Primary Tumor" "TCGA-52-7810" "TCGA-LUSC" 0.933315491384118
"TCGA-52-7811-01A-11R-2125-07" 18.6893 "Primary Tumor" "TCGA-52-7811" "TCGA-LUSC" 0.933315491384118
"TCGA-52-7812-01A-11R-2125-07" 18.7695 "Primary Tumor" "TCGA-52-7812" "TCGA-LUSC" 0.933315491384118
"TCGA-56-1622-01A-01R-0692-07" 27.9214 "Primary Tumor" "TCGA-56-1622" "TCGA-LUSC" 0.933315491384118
"TCGA-56-5897-01A-11R-1635-07" 19.6168 "Primary Tumor" "TCGA-56-5897" "TCGA-LUSC" 0.933315491384118
"TCGA-56-5898-01A-11R-1635-07" 14.5609 "Primary Tumor" "TCGA-56-5898" "TCGA-LUSC" 0.933315491384118
"TCGA-56-6545-01A-11R-1820-07" 21.3327 "Primary Tumor" "TCGA-56-6545" "TCGA-LUSC" 0.933315491384118
"TCGA-56-6546-01A-11R-1820-07" 19.5119 "Primary Tumor" "TCGA-56-6546" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7221-01A-11R-2045-07" 19.7176 "Primary Tumor" "TCGA-56-7221" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7222-01A-11R-2045-07" 35.6492 "Primary Tumor" "TCGA-56-7222" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7222-11A-01R-2045-07" 29.1613 "Solid Tissue Normal" "TCGA-56-7222" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7223-01A-11R-2045-07" 35.8973 "Primary Tumor" "TCGA-56-7223" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7579-01A-11R-2045-07" 21.7775 "Primary Tumor" "TCGA-56-7579" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7579-11A-01R-2045-07" 37.8935 "Solid Tissue Normal" "TCGA-56-7579" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7580-01A-11R-2045-07" 22.7601 "Primary Tumor" "TCGA-56-7580" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7580-11A-01R-2045-07" 38.2163 "Solid Tissue Normal" "TCGA-56-7580" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7582-01A-11R-2045-07" 25.5301 "Primary Tumor" "TCGA-56-7582" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7582-11A-01R-2045-07" 40.697 "Solid Tissue Normal" "TCGA-56-7582" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7730-01A-11R-2125-07" 23.3874 "Primary Tumor" "TCGA-56-7730" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7730-11A-01R-2125-07" 19.349 "Solid Tissue Normal" "TCGA-56-7730" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7731-01A-11R-2125-07" 16.5003 "Primary Tumor" "TCGA-56-7731" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7731-11A-01R-2125-07" 19.647 "Solid Tissue Normal" "TCGA-56-7731" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7822-01A-11R-2125-07" 17.0941 "Primary Tumor" "TCGA-56-7822" "TCGA-LUSC" 0.933315491384118
"TCGA-56-7823-11A-01R-2247-07" 32.5724 "Solid Tissue Normal" "TCGA-56-7823" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8082-01A-11R-2247-07" 27.6739 "Primary Tumor" "TCGA-56-8082" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8082-11A-01R-2247-07" 25.2003 "Solid Tissue Normal" "TCGA-56-8082" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8083-01A-11R-2247-07" 53.858 "Primary Tumor" "TCGA-56-8083" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8083-11A-01R-2247-07" 29.6512 "Solid Tissue Normal" "TCGA-56-8083" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8201-01A-11R-2247-07" 26.4481 "Primary Tumor" "TCGA-56-8201" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8201-11A-01R-2247-07" 26.2493 "Solid Tissue Normal" "TCGA-56-8201" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8304-01A-11R-2326-07" 15.1396 "Primary Tumor" "TCGA-56-8304" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8305-01A-11R-2296-07" 24.4342 "Primary Tumor" "TCGA-56-8305" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8307-01A-11R-2296-07" 41.0839 "Primary Tumor" "TCGA-56-8307" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8308-01A-11R-2296-07" 17.412 "Primary Tumor" "TCGA-56-8308" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8309-01A-11R-2296-07" 28.9697 "Primary Tumor" "TCGA-56-8309" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8309-11A-01R-2296-07" 28.4091 "Solid Tissue Normal" "TCGA-56-8309" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8503-01A-11R-2403-07" 26.4255 "Primary Tumor" "TCGA-56-8503" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8504-01A-11R-2403-07" 25.3027 "Primary Tumor" "TCGA-56-8504" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8622-01A-11R-2403-07" 15.4726 "Primary Tumor" "TCGA-56-8622" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8623-01A-11R-A28V-07" 29.9581 "Primary Tumor" "TCGA-56-8623" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8623-11A-01R-A28V-07" 29.9532 "Solid Tissue Normal" "TCGA-56-8623" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8624-01A-11R-2403-07" 21.5062 "Primary Tumor" "TCGA-56-8624" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8625-01A-11R-2403-07" 34.5519 "Primary Tumor" "TCGA-56-8625" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8626-01A-11R-2403-07" 26.9668 "Primary Tumor" "TCGA-56-8626" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8628-01A-11R-2403-07" 38.3815 "Primary Tumor" "TCGA-56-8628" "TCGA-LUSC" 0.933315491384118
"TCGA-56-8629-01A-11R-2403-07" 32.3055 "Primary Tumor" "TCGA-56-8629" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A49D-01A-11R-A24H-07" 26.5422 "Primary Tumor" "TCGA-56-A49D" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A4BW-01A-11R-A24H-07" 28.7437 "Primary Tumor" "TCGA-56-A4BW" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A4BX-01A-11R-A24H-07" 24.8913 "Primary Tumor" "TCGA-56-A4BX" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A4BY-01A-11R-A24H-07" 46.5182 "Primary Tumor" "TCGA-56-A4BY" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A4ZJ-01A-11R-A262-07" 24.4613 "Primary Tumor" "TCGA-56-A4ZJ" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A4ZK-01A-11R-A262-07" 38.4818 "Primary Tumor" "TCGA-56-A4ZK" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A5DR-01A-11R-A27Q-07" 27.2974 "Primary Tumor" "TCGA-56-A5DR" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A5DS-01A-11R-A27Q-07" 25.9234 "Primary Tumor" "TCGA-56-A5DS" "TCGA-LUSC" 0.933315491384118
"TCGA-56-A62T-01A-11R-A405-07" 25.2165 "Primary Tumor" "TCGA-56-A62T" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8386-01A-11R-2296-07" 23.3652 "Primary Tumor" "TCGA-58-8386" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8386-11A-01R-2296-07" 24.2976 "Solid Tissue Normal" "TCGA-58-8386" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8387-01A-11R-2296-07" 21.7224 "Primary Tumor" "TCGA-58-8387" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8388-01A-11R-2326-07" 47.8893 "Primary Tumor" "TCGA-58-8388" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8390-01A-11R-2326-07" 52.1014 "Primary Tumor" "TCGA-58-8390" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8391-01A-11R-2326-07" 22.6282 "Primary Tumor" "TCGA-58-8391" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8392-01A-11R-2326-07" 44.5378 "Primary Tumor" "TCGA-58-8392" "TCGA-LUSC" 0.933315491384118
"TCGA-58-8393-01A-11R-2326-07" 32.443 "Primary Tumor" "TCGA-58-8393" "TCGA-LUSC" 0.933315491384118
"TCGA-58-A46J-01A-11R-A24H-07" 24.1023 "Primary Tumor" "TCGA-58-A46J" "TCGA-LUSC" 0.933315491384118
"TCGA-58-A46K-01A-11R-A24H-07" 27.2812 "Primary Tumor" "TCGA-58-A46K" "TCGA-LUSC" 0.933315491384118
"TCGA-58-A46L-01A-11R-A24H-07" 21.6875 "Primary Tumor" "TCGA-58-A46L" "TCGA-LUSC" 0.933315491384118
"TCGA-58-A46M-01A-11R-A24H-07" 27.0612 "Primary Tumor" "TCGA-58-A46M" "TCGA-LUSC" 0.933315491384118
"TCGA-58-A46N-01A-11R-A24H-07" 21.8539 "Primary Tumor" "TCGA-58-A46N" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2695-01A-01R-0851-07" 59.882 "Primary Tumor" "TCGA-60-2695" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2696-01A-01R-0851-07" 30.5301 "Primary Tumor" "TCGA-60-2696" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2697-01A-11R-2125-07" 21.2765 "Primary Tumor" "TCGA-60-2697" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2698-01A-01R-0851-07" 27.632 "Primary Tumor" "TCGA-60-2698" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2703-01A-11R-2045-07" 36.3288 "Primary Tumor" "TCGA-60-2703" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2704-01A-11R-2045-07" 25.9352 "Primary Tumor" "TCGA-60-2704" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2706-01A-01R-0851-07" 24.0946 "Primary Tumor" "TCGA-60-2706" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2707-01A-01R-0851-07" 20.08 "Primary Tumor" "TCGA-60-2707" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2708-01A-01R-0851-07" 16.4232 "Primary Tumor" "TCGA-60-2708" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2709-01A-21R-1820-07" 21.5581 "Primary Tumor" "TCGA-60-2709" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2709-11A-01R-1820-07" 22.7726 "Solid Tissue Normal" "TCGA-60-2709" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2710-01A-01R-0851-07" 42.8224 "Primary Tumor" "TCGA-60-2710" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2711-01A-01R-0851-07" 34.0163 "Primary Tumor" "TCGA-60-2711" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2712-01A-01R-0851-07" 19.0683 "Primary Tumor" "TCGA-60-2712" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2713-01A-01R-0851-07" 43.2117 "Primary Tumor" "TCGA-60-2713" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2714-01A-01R-0851-07" 19.2082 "Primary Tumor" "TCGA-60-2714" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2715-01A-01R-0851-07" 22.0792 "Primary Tumor" "TCGA-60-2715" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2716-01A-01R-0851-07" 36.5246 "Primary Tumor" "TCGA-60-2716" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2719-01A-01R-0851-07" 38.2611 "Primary Tumor" "TCGA-60-2719" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2720-01A-01R-0851-07" 12.8076 "Primary Tumor" "TCGA-60-2720" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2721-01A-01R-0851-07" 19.4318 "Primary Tumor" "TCGA-60-2721" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2722-01A-01R-0851-07" 28.1441 "Primary Tumor" "TCGA-60-2722" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2723-01A-01R-0851-07" 27.927 "Primary Tumor" "TCGA-60-2723" "TCGA-LUSC" 0.933315491384118
"TCGA-60-2724-01A-01R-0851-07" 28.9538 "Primary Tumor" "TCGA-60-2724" "TCGA-LUSC" 0.933315491384118
